#Transcript	Name/Description	Gene	Gene Description	DEA Result	Regulated	(1 - Probability)	Probability	Log2FC	Control MeanExpLevel	Test MeanExpLevel
G10118.6	novel	Hmx		DE	UP	1.9E-4	0.99981	5.15	10.87	386.65
G10118.7	novel	Hmx		DE	UP	0.00933	0.99067	3.73	7.35	97.35
G1012.13	FBtr0331674	pes		Not DE		0.99358	0.0064182	0.01	196.61	197.62
G1012.14	FBtr0114550	pes		Not DE		0.26547	0.73453	0.35	248.85	317.86
G1012.4	FBtr0331674	pes		Not DE		0.21596	0.78404	-0.43	317.99	236.0
G1012.5	FBtr0114550	pes		Not DE		0.99106	0.0089394	0.01	354.84	358.45
G1012.9	FBtr0300183	pes		Not DE		0.13475	0.86525	0.65	137.39	215.48
G10120.1	novel	Sgs5bis	Sgs5bis	DE	UP	0.0	1.0	4.74	125.19	3334.69
G10120.2	FBtr0083460	Sgs5bis	Sgs5bis	DE	UP	7.2E-4	0.99928	4.7	8.93	232.77
G10121.1	novel	novelGene_638	novelGene_638	DE	UP	0.0	1.0	5.9	5.82	346.98
G10121.2	novel	novelGene_639	novelGene_639	DE	UP	0.0	1.0	7.67	3.8	774.08
G10121.3	novel	novelGene_640	novelGene_640	DE	UP	0.0	1.0	5.21	39.47	1465.36
G10121.5	novel	novelGene_641	novelGene_641	DE	UP	0.0	1.0	9.42	1.77	1210.98
G10122.2	FBtr0083462	sll		Not DE		8.1E-4	0.99919	0.75	2030.27	3420.05
G10122.3	FBtr0083462	sll		DE	UP	0.00607	0.99393	2.87	31.17	227.1
G10122.4	novel	sll		DE	UP	5.7E-4	0.99943	1.73	334.04	1107.13
G10124.1	FBtr0305917	CG43175		DE	DOWN	0.0	1.0	-3.13	13429.01	1529.15
G10125.11	novel	CG14322		Not DE		0.10903	0.89097	-0.57	375.47	252.17
G10125.12	novel	CG14322		Not DE		0.0875	0.9125	-0.27	1370.34	1135.32
G10125.15	FBtr0083476	CG14322		Not DE		0.21561	0.78439	-0.17	1274.05	1135.12
G10125.16	FBtr0331347	CG14322		Not DE		0.1323	0.8677	0.43	363.8	489.39
G10125.17	novel	Mps1_CG14322	Mps1_CG14322	DE	UP	0.00102	0.99898	2.37	117.85	608.18
G10125.25	FBtr0083478	Mps1	Mps1	Not DE		0.06728	0.93272	-0.36	1100.63	855.55
G10125.27	FBtr0331348	Mps1	Mps1	Not DE		0.11906	0.88094	-0.42	528.4	394.54
G10125.28	FBtr0331348	Mps1	Mps1	DE	DOWN	0.0429	0.9571	-1.09	129.36	60.74
G10126.1	novel	CG7523		Not DE		0.79875	0.20125	0.08	491.33	517.84
G10126.2	novel	CG7523		DE	UP	0.00866	0.99134	1.56	125.13	369.84
G10126.3	FBtr0083490	CG7523		Not DE		0.00238	0.99762	-0.64	2986.26	1917.91
G10127.1	FBtr0089413	alt		DE	DOWN	0.00239	0.99761	-1.8	1949.73	560.16
G10127.17	FBtr0335027	alt		DE	UP	0.0	1.0	15.42	0.0	218.73
G10127.2	FBtr0089412	alt		DE	DOWN	1.1E-4	0.99989	-1.58	3406.48	1138.58
G10127.23	novel	alt		DE	DOWN	0.00729	0.99271	-1.84	706.44	196.77
G10127.32	novel	alt		DE	UP	0.00582	0.99418	1.83	92.65	328.73
G10127.34	FBtr0089415	alt		Not DE		0.10702	0.89298	0.58	240.16	357.92
G10127.39	FBtr0089414	alt		DE	DOWN	0.00558	0.99442	-3.36	306.73	29.96
G10127.4	FBtr0335027	alt		DE	DOWN	0.0	1.0	-1.95	5033.74	1303.74
G10127.44	novel	alt		Not DE		0.26251	0.73749	0.65	86.63	136.16
G10127.45	novel	alt		Not DE		0.1516	0.8484	0.82	71.85	126.94
G10127.48	FBtr0089412	alt		DE	DOWN	0.0	1.0	-15.26	195.84	0.0
G10127.5	novel	alt		Not DE		0.00132	0.99868	-0.85	2986.16	1657.3
G10127.50	FBtr0089412	alt		DE	DOWN	0.0	1.0	-3.5	869.61	76.86
G10127.51	novel	alt		Not DE		0.06032	0.93968	-0.65	397.98	253.39
G10127.53	novel	alt		Not DE		0.7432	0.2568	-0.13	197.61	180.82
G10128.4	FBtr0083479	CG7655		Not DE		0.22005	0.77995	0.18	1086.24	1231.38
G10128.5	FBtr0083480	CG31360		DE	DOWN	0.0	1.0	-1.63	6162.08	1991.01
G10129.1	FBtr0083484	CG31251		Not DE		0.08051	0.91949	0.4	715.32	944.67
G1013.10	FBtr0079550	Wwox		DE	UP	0.0	1.0	1.96	928.32	3618.42
G1013.2	novel	Wwox_CG7227	Wwox_CG7227	DE	UP	0.0	1.0	5.18	20.81	752.96
G1013.7	novel	Wwox_CG7227	Wwox_CG7227	DE	UP	3.7E-4	0.99963	2.78	58.54	401.91
G10130.4	novel	CG31249		Not DE		0.01834	0.98166	-0.32	3161.06	2526.57
G10131.1	FBtr0089583	osa		DE	UP	0.0	1.0	5.03	93.95	3066.83
G10131.10	FBtr0089583	osa		DE	UP	0.0	1.0	16.25	0.0	390.73
G10131.2	FBtr0089583	osa		DE	DOWN	0.0	1.0	-18.53	1893.75	0.0
G10131.4	FBtr0089583	osa		DE	UP	0.0	1.0	15.91	0.0	308.39
G10131.5	FBtr0089583	osa		DE	UP	0.0	1.0	2.05	2336.5	9655.4
G10133.10	FBtr0083508	Pxt		DE	UP	0.0	1.0	5.55	74.34	3490.76
G10135.2	FBtr0083533	Atg8b		DE	DOWN	0.0	1.0	-1.48	30562.3	10955.7
G10136.2	FBtr0083510	Lgr1		DE	UP	0.0052	0.9948	1.01	674.53	1354.7
G10136.7	FBtr0083510	Lgr1		DE	UP	0.0059	0.9941	2.19	71.47	324.98
G10137.2	novel	novelGene_Lgr1_AS	novelGene_Lgr1_AS	DE	UP	0.0	1.0	10.21	4.35	5164.34
G10138.1	novel			DE	UP	8.1E-4	0.99919	1.71	315.06	1033.09
G10139.21	FBtr0083512	TyrRII		DE	UP	0.0	1.0	16.04	0.0	337.1
G10139.22	novel	TyrRII		DE	UP	0.0	1.0	14.67	0.0	130.47
G10139.3	novel	TyrRII		DE	UP	8.5E-4	0.99915	3.77	19.54	266.86
G10139.4	FBtr0083512	TyrRII		DE	UP	2.0E-4	0.9998	2.92	127.23	963.5
G10139.6	novel	TyrRII		DE	UP	0.0	1.0	14.72	0.0	134.62
G10139.7	novel	TyrRII		DE	UP	0.0	1.0	15.38	0.0	213.89
G1014.1	FBtr0343382	Sirup		Not DE		0.99205	0.0079533	0.0	1702.55	1707.05
G1014.2	FBtr0079532	Sirup		Not DE		7.5E-4	0.99925	0.89	2118.51	3912.84
G10141.16	FBtr0344474	TyrR		DE	UP	0.00421	0.99579	1.59	339.82	1024.39
G10141.17	FBtr0083532	TyrR		DE	UP	0.0	1.0	18.15	0.0	1453.32
G10141.2	novel	TyrR		Not DE		0.2579	0.7421	-0.29	345.18	281.77
G10141.7	FBtr0344474	TyrR		DE	UP	0.0	1.0	2.68	504.78	3235.67
G10141.8	novel	TyrR		DE	UP	1.0E-5	0.99999	7.25	9.4	1433.13
G10142.2	novel	CG43102		Not DE		0.11191	0.88809	0.4	477.16	631.18
G10142.4	FBtr0305013	CG43102		Not DE		0.47722	0.52278	-0.09	1284.97	1209.38
G10143.2	novel	novelGene_CG43102_AS	novelGene_CG43102_AS	DE	UP	0.0	1.0	10.01	1.77	1824.1
G10143.7	FBtr0083513	pasi1	pasi1	Not DE		0.01728	0.98272	-0.63	1659.66	1075.26
G10143.8	FBtr0305007	pasi1	pasi1	Not DE		0.03552	0.96448	-0.6	950.67	626.13
G10144.3	FBtr0083529	CG7379		Not DE		8.5E-4	0.99915	0.47	4173.57	5785.36
G10145.5	FBtr0083528	CG17803		DE	UP	0.0	1.0	4.27	90.3	1744.59
G10146.1	FBtr0083527	CG17806		Not DE		0.03629	0.96371	0.75	359.98	604.71
G10148.1	FBtr0083524	Odj	Odj	Not DE		0.29852	0.70148	0.37	185.67	239.7
G10148.4	FBtr0083524	Odj	Odj	DE	UP	0.0	1.0	17.5	0.0	924.83
G10148.5	FBtr0083524	Odj	Odj	DE	UP	0.00104	0.99896	1.9	282.62	1051.76
G10148.6	FBtr0083524	Odj	Odj	Not DE		0.25642	0.74358	-0.13	2005.55	1836.67
G10149.1	novel	novelGene_Odj_AS	novelGene_Odj_AS	DE	UP	0.0	1.0	4.47	29.21	646.67
G1015.1	novel	novelGene_64	novelGene_64	DE	DOWN	0.0	1.0	-5.33	552.39	13.74
G10150.18	novel	Alg1	Alg1	DE	UP	0.0	1.0	1.97	659.08	2584.91
G10150.19	novel	Alg1	Alg1	Not DE		0.17316	0.82684	0.56	83.2	122.83
G10150.2	FBtr0083523	Alg1	Alg1	DE	UP	0.0	1.0	17.89	0.0	1211.56
G10150.20	FBtr0083523	Alg1	Alg1	DE	UP	0.0	1.0	4.83	73.4	2082.52
G10150.4	FBtr0083523	Alg1	Alg1	Not DE		0.13041	0.86959	-0.23	1606.0	1366.07
G10152.1	FBtr0089771	tinc		DE	UP	0.00181	0.99819	1.67	378.42	1206.6
G10152.12	FBtr0089772	tinc		DE	UP	0.00199	0.99801	2.63	79.78	494.15
G10152.13	FBtr0337039	tinc		DE	UP	0.00198	0.99802	4.04	13.4	220.03
G10152.14	FBtr0337039	tinc		DE	UP	0.00848	0.99152	3.42	17.25	184.67
G10152.19	novel	tinc		Not DE		0.32747	0.67253	0.16	781.22	875.72
G10152.2	novel	tinc		Not DE		0.05252	0.94748	0.73	283.71	469.55
G10152.22	novel	tinc		DE	UP	8.1E-4	0.99919	4.99	10.14	322.44
G10152.23	novel	tinc		DE	UP	0.0	1.0	8.42	1.63	559.52
G10152.25	novel	tinc		DE	UP	0.00229	0.99771	2.07	158.94	665.97
G10152.26	novel	tinc		DE	UP	0.00266	0.99734	2.45	108.36	590.21
G10152.28	novel	CG12347		Not DE		0.01186	0.98814	0.87	540.29	990.19
G10152.29	FBtr0308497	CG12347		DE	DOWN	0.0	1.0	-18.09	1392.49	0.0
G10152.3	FBtr0337039	tinc		DE	UP	5.5E-4	0.99945	2.01	268.95	1084.76
G10152.31	novel	CG12347		DE	UP	9.7E-4	0.99903	4.13	37.66	657.2
G10152.32	FBtr0083519	CG12347		DE	DOWN	0.0	1.0	-3.11	2952.73	342.96
G10152.33	FBtr0308497	CG12347		Not DE		0.12971	0.87029	0.24	1398.74	1651.71
G10152.9	FBtr0337039	tinc		DE	UP	0.0	1.0	18.32	0.0	1641.62
G10153.1	novel	novelGene_642	novelGene_642	DE	UP	0.0	1.0	17.13	0.0	718.04
G10156.1	novel	Rim		DE	UP	0.00104	0.99896	3.33	61.06	612.52
G10156.2	novel	Rim		DE	UP	0.00989	0.99011	1.55	173.72	507.26
G10156.7	novel	Rim		DE	UP	0.03621	0.96379	1.25	214.95	512.31
G10158.1	FBtr0309175	CG43445		DE	DOWN	0.00143	0.99857	-2.09	882.6	206.71
G10159.11	novel	cpo		DE	DOWN	0.00179	0.99821	-2.88	512.9	69.49
G10159.13	novel	cpo		DE	DOWN	8.2E-4	0.99918	-2.31	1199.52	242.02
G10159.14	novel	cpo		DE	UP	0.0	1.0	15.37	0.0	212.21
G10159.2	novel	cpo		Not DE		0.83058	0.16942	-0.09	219.38	206.23
G10159.25	novel	cpo		DE	UP	3.9E-4	0.99961	2.82	107.05	754.75
G10159.27	novel	cpo		Not DE		0.08151	0.91849	0.91	42.45	80.03
G10159.3	novel	cpo		Not DE		0.18211	0.81789	-0.42	296.22	220.74
G10159.4	novel	cpo		Not DE		0.29134	0.70866	-0.36	104.68	81.81
G10159.5	novel	cpo		Not DE		0.06863	0.93137	1.25	41.7	99.21
G10159.8	novel	cpo		Not DE		0.05934	0.94066	-1.13	196.27	89.98
G10159.9	novel	cpo		Not DE		0.01435	0.98565	-0.97	924.63	473.39
G1016.4	novel	novelGene_Spn28Dc_AS	novelGene_Spn28Dc_AS	DE	UP	0.0	1.0	18.35	0.0	1674.08
G1016.6	novel	Tg		Not DE		0.00701	0.99299	0.74	966.75	1614.87
G10162.1	FBtr0083538	DNaseII		DE	UP	0.0	1.0	3.77	285.05	3878.5
G10162.2	FBtr0083538	DNaseII		DE	UP	0.0	1.0	17.51	0.0	934.78
G10163.5	FBtr0083540	CG7794		DE	DOWN	0.0	1.0	-1.46	47200.86	17107.6
G10163.6	novel	CG7794		DE	DOWN	0.04457	0.95543	-1.11	245.74	114.08
G10163.7	FBtr0083540	CG7794		DE	DOWN	0.0	1.0	-2.12	3619.67	834.61
G10163.8	FBtr0083540	CG7794		DE	UP	0.0	1.0	16.81	0.0	576.25
G10165.24	FBtr0083548	htl		DE	DOWN	0.03207	0.96793	-2.14	269.99	61.1
G10165.26	FBtr0083548	htl		DE	UP	0.0	1.0	4.2	68.19	1249.74
G10165.6	FBtr0083548	htl		DE	UP	0.00575	0.99425	1.04	661.96	1361.83
G10167.2	novel	novelGene_643	novelGene_643	DE	UP	0.0	1.0	4.9	23.49	700.1
G10169.2	novel	sr		DE	UP	0.00105	0.99895	2.23	135.17	632.98
G1017.1	novel	Spn28Dc		DE	UP	0.00178	0.99822	1.84	196.61	706.24
G10171.5	FBtr0083546	CG14316		DE	DOWN	0.0	1.0	-5.99	16401.69	258.1
G10173.1	FBtr0344646	CG7218		Not DE		0.19214	0.80786	0.44	268.12	363.23
G10173.10	FBtr0344646	CG7218		DE	DOWN	0.0	1.0	-19.58	3911.59	0.0
G10173.22	novel	CG7218		DE	UP	0.0	1.0	15.77	0.0	279.39
G10173.24	novel	CG7218		DE	UP	6.2E-4	0.99938	3.66	42.99	541.81
G10173.25	FBtr0083623	CG7218		DE	UP	2.0E-5	0.99998	2.37	268.75	1392.62
G10173.3	FBtr0344646	CG7218		DE	DOWN	0.00269	0.99731	-2.17	1002.24	222.79
G10173.30	FBtr0083623	CG7218		Not DE		0.00124	0.99876	-0.32	13437.62	10788.34
G10173.34	FBtr0100620	Prx5		Not DE		3.8E-4	0.99962	-0.39	11478.53	8756.7
G10173.5	FBtr0344646	CG7218		DE	UP	0.0	1.0	17.54	0.0	953.31
G10174.10	novel	Cbp20		Not DE		0.1375	0.8625	0.51	197.96	281.18
G10174.11	FBtr0083551	Cbp20		Not DE		0.48805	0.51195	-0.2	344.38	299.58
G10174.12	FBtr0083551	Cbp20		Not DE		3.3E-4	0.99967	-0.69	7705.21	4779.37
G10175.1	FBtr0300247	CG7215		Not DE		0.0132	0.9868	0.26	3774.61	4531.29
G10176.11	novel	wrd	wrd	DE	UP	0.00595	0.99405	1.5	240.04	678.06
G10176.13	FBtr0083554	wrd	wrd	Not DE		0.0	1.0	-0.93	6210.77	3255.53
G10176.18	novel	wrd	wrd	DE	UP	0.0	1.0	15.75	0.0	275.57
G10176.2	novel	wrd	wrd	Not DE		0.01228	0.98772	-0.9	1421.3	761.58
G10176.3	FBtr0083553	wrd	wrd	DE	UP	0.01915	0.98085	1.01	436.79	880.91
G10176.4	FBtr0290320	wrd	wrd	DE	DOWN	0.01301	0.98699	-1.48	661.76	236.61
G10178.11	novel	CG7208		Not DE		0.18817	0.81183	-0.57	116.05	78.38
G10178.13	FBtr0083617	CG7208		Not DE		0.09035	0.90965	-0.38	2713.85	2083.01
G10178.14	novel	CG7208		DE	UP	0.01377	0.98623	2.31	68.36	339.21
G10178.17	novel	CG14313_CG7208	CG14313_CG7208	DE	UP	4.2E-4	0.99958	9.26	1.71	1052.58
G10178.18	novel	CG7208		Not DE		0.29202	0.70798	0.47	170.89	236.73
G10178.21	FBtr0083618	CG7208		Not DE		0.9778	0.022203	-0.02	916.63	906.53
G10178.22	FBtr0083617	CG7208		DE	DOWN	0.0	1.0	-1.33	11465.29	4551.72
G10178.24	FBtr0083617	CG7208		Not DE		0.06365	0.93635	-0.44	1274.23	937.83
G10178.25	novel	CG7208		Not DE		0.91085	0.089145	0.1	148.72	159.6
G10178.31	FBtr0083616	CG12321		Not DE		4.0E-5	0.99996	0.51	7786.8	11080.08
G10178.32	FBtr0083616	CG12321		DE	DOWN	0.0	1.0	-2.44	3058.78	562.48
G10178.37	novel	CG14313		DE	UP	0.0	1.0	7.87	4.56	1068.18
G10178.38	novel	CG14313		DE	UP	0.00242	0.99758	4.8	6.83	190.35
G10178.4	FBtr0083619	cdm		Not DE		0.01356	0.98644	0.41	1992.06	2642.78
G10178.42	FBtr0083611	Ssdp		DE	DOWN	0.00499	0.99501	-1.35	912.61	357.02
G10178.43	FBtr0083612	Ssdp		Not DE		0.03934	0.96066	-0.47	1190.01	860.72
G10178.44	novel	Ssdp		DE	UP	0.00343	0.99657	1.32	378.44	944.14
G10179.11	FBtr0336468	Arp5		Not DE		0.06889	0.93111	-0.2	3866.54	3361.55
G10179.17	novel	Arp5		DE	UP	0.0	1.0	10.59	0.33	504.72
G10179.18	FBtr0083557	Arp5		DE	UP	0.0	1.0	18.05	0.0	1357.03
G10179.19	novel	Arp5_MED17	Arp5_MED17	Not DE		0.05291	0.94709	0.87	118.75	216.9
G10179.23	FBtr0083558	MED17		DE	DOWN	0.00131	0.99869	-1.07	3342.28	1595.33
G10179.25	FBtr0083558	MED17		DE	UP	0.00787	0.99213	2.24	140.19	663.51
G10179.4	novel	Arp5_MED17	Arp5_MED17	Not DE		0.04432	0.95568	0.48	831.76	1159.09
G10179.5	FBtr0083557	Arp5		Not DE		0.005	0.995	-0.8	2602.85	1495.35
G10180.10	FBtr0083559	CG7985		DE	UP	0.0	1.0	19.17	0.0	2948.06
G10180.4	FBtr0083559	CG7985		DE	UP	0.0	1.0	3.31	657.65	6516.67
G10180.7	FBtr0083559	CG7985		DE	UP	0.0	1.0	4.99	77.93	2477.68
G10181.1	FBtr0336470	CG44158		DE	DOWN	0.0	1.0	-1.5	5011.58	1777.21
G10182.1	FBtr0083560	CG14314		DE	DOWN	0.00107	0.99893	-1.73	1179.03	356.58
G10182.5	FBtr0083560	CG14314		Not DE		0.01829	0.98171	-0.23	5232.96	4467.34
G10182.7	FBtr0083560	CG14314		Not DE		0.12419	0.87581	0.42	482.32	643.09
G10182.9	FBtr0083560	CG14314		DE	UP	0.0	1.0	16.53	0.0	473.42
G10183.10	FBtr0083610	CG7183		Not DE		0.07188	0.92812	-0.48	1080.87	774.15
G10183.12	FBtr0083610	CG7183		DE	DOWN	0.00113	0.99887	-3.16	935.08	104.42
G10183.3	FBtr0083610	CG7183		DE	DOWN	0.01081	0.98919	-1.25	755.51	317.37
G10183.4	FBtr0336471	CG7183		DE	UP	0.0	1.0	16.66	0.0	519.17
G10183.6	FBtr0336471	CG7183		DE	DOWN	0.0011	0.9989	-1.42	1364.95	508.78
G10184.6	FBtr0083561	CG7988		Not DE		0.06092	0.93908	0.53	514.03	741.43
G10184.9	FBtr0083561	CG7988		DE	DOWN	0.01473	0.98527	-1.36	483.89	188.33
G10185.2	FBtr0083609	mTerf5		Not DE		0.01811	0.98189	0.33	2538.3	3194.04
G10185.5	FBtr0083608	CG7168		Not DE		0.06506	0.93494	-0.45	962.15	702.91
G10185.6	novel	CG7168		Not DE		0.84794	0.15206	-0.06	611.03	586.97
G10185.8	FBtr0083608	CG7168		DE	UP	0.0	1.0	2.87	259.14	1895.19
G10186.1	FBtr0083562	Non3		Not DE		0.00268	0.99732	-0.63	3774.08	2445.1
G10186.2	FBtr0083562	Non3		Not DE		0.0251	0.9749	-0.4	3107.81	2359.41
G10187.4	FBtr0083563	Mdh2		DE	DOWN	0.00184	0.99816	-1.27	2058.7	854.34
G10187.5	FBtr0083563	Mdh2		DE	DOWN	0.0	1.0	-1.14	7942.45	3603.45
G10188.1	FBtr0083564	repo		DE	UP	0.0	1.0	5.79	11.64	643.72
G10188.2	FBtr0083564	repo		DE	UP	0.0	1.0	8.75	1.35	578.66
G10188.4	FBtr0083564	repo		DE	UP	0.0	1.0	15.48	0.0	229.15
G10189.13	novel	CG7156		DE	UP	0.01677	0.98323	1.84	34.85	124.78
G10189.15	novel	CG7156		DE	UP	0.00615	0.99385	4.02	10.32	167.46
G10189.16	FBtr0083606	CG7156		DE	DOWN	0.0	1.0	-16.35	416.43	0.0
G10189.20	novel	CG7156		DE	UP	0.0	1.0	14.0	0.0	81.69
G10189.23	novel	CG7156		DE	UP	0.0	1.0	14.29	0.0	99.99
G10189.24	FBtr0083606	CG7156		Not DE		0.00563	0.99437	0.97	1280.85	2506.48
G10189.31	FBtr0083606	CG7156		DE	UP	1.8E-4	0.99982	2.48	264.39	1470.25
G10189.33	FBtr0083606	CG7156		Not DE		0.00936	0.99064	0.95	1030.36	1985.61
G10189.35	FBtr0083606	CG7156		DE	DOWN	0.0	1.0	-16.98	647.05	0.0
G10189.6	novel	CG7156		DE	UP	1.7E-4	0.99983	2.8	140.59	981.36
G10189.8	FBtr0083606	CG7156		DE	UP	0.0	1.0	3.77	97.65	1329.75
G10190.10	novel	14-3-3epsilon		Not DE		0.29321	0.70679	-0.46	157.79	114.56
G10190.11	FBtr0083567	14-3-3epsilon		Not DE		0.06763	0.93237	-0.27	3772.85	3119.97
G10190.12	FBtr0083565	14-3-3epsilon		Not DE		0.13007	0.86993	-0.58	160.44	107.15
G10190.13	FBtr0083565	14-3-3epsilon		DE	DOWN	4.0E-5	0.99996	-1.26	3336.75	1392.34
G10190.14	FBtr0083567	14-3-3epsilon		DE	DOWN	0.00921	0.99079	-1.01	2515.54	1245.66
G10190.15	FBtr0083565	14-3-3epsilon		DE	DOWN	0.00127	0.99873	-2.01	5660.61	1402.33
G10190.16	FBtr0083567	14-3-3epsilon		DE	DOWN	0.02349	0.97651	-1.84	349.39	97.42
G10190.17	FBtr0083565	14-3-3epsilon		DE	DOWN	0.0	1.0	-17.28	797.37	0.0
G10190.20	FBtr0083565	14-3-3epsilon		Not DE		0.0	1.0	-0.75	16286.9	9655.23
G10190.21	FBtr0083565	14-3-3epsilon		Not DE		0.88304	0.11696	0.02	8144.88	8279.96
G10190.23	FBtr0083567	14-3-3epsilon		Not DE		0.16963	0.83037	-0.63	449.29	290.42
G10190.24	FBtr0083567	14-3-3epsilon		Not DE		0.41295	0.58705	-0.11	1963.25	1822.34
G10190.4	FBtr0083567	14-3-3epsilon		Not DE		0.02009	0.97991	-0.66	2214.94	1404.41
G10190.6	FBtr0083565	14-3-3epsilon		DE	DOWN	0.0	1.0	-19.45	3578.57	0.0
G10190.7	FBtr0083565	14-3-3epsilon		DE	DOWN	0.0	1.0	-3.09	17403.68	2041.08
G10190.8	FBtr0083567	14-3-3epsilon		DE	DOWN	0.0	1.0	-19.25	3123.05	0.0
G10191.10	FBtr0310384	Ada2a		DE	UP	0.00623	0.99377	1.3	298.39	733.3
G10191.2	novel	CG12320		DE	UP	0.0	1.0	2.37	475.63	2456.86
G10191.4	FBtr0083605	CG12320		Not DE		0.87693	0.12307	0.07	443.83	466.46
G10191.7	FBtr0310382	Ada2a		Not DE		0.08294	0.91706	-0.35	1160.71	913.25
G10192.1	FBtr0083569	CG18598		DE	UP	0.0	1.0	1.23	1320.6	3090.64
G10192.13	FBtr0343791	Tgs1		Not DE		0.01017	0.98983	0.52	1475.9	2111.87
G10192.15	novel	CG18599		DE	UP	0.03454	0.96546	1.17	85.28	191.79
G10192.16	FBtr0083571	CG18599		DE	UP	0.01507	0.98493	1.33	120.94	303.84
G10192.18	FBtr0083571	CG18599		DE	UP	3.9E-4	0.99961	6.42	4.28	366.19
G10192.2	novel	CG18598_Tgs1	CG18598_Tgs1	DE	UP	0.03605	0.96395	1.24	56.76	134.51
G10192.4	novel	CG18599_CG18598	CG18599_CG18598	DE	UP	3.7E-4	0.99963	6.13	3.59	252.35
G10193.1	novel	Vps39		Not DE		0.47405	0.52595	-0.37	128.45	99.56
G10193.12	FBtr0083601	Vps39		DE	UP	8.3E-4	0.99917	1.03	1117.1	2275.47
G10193.14	FBtr0083601	Vps39		DE	UP	0.0	1.0	17.89	0.0	1218.47
G10193.4	FBtr0083601	Vps39		DE	UP	0.0	1.0	14.99	0.0	162.4
G10193.6	FBtr0083601	Vps39		Not DE		0.04492	0.95508	0.54	667.96	973.88
G10194.10	novel	novelGene_Vps39_AS	novelGene_Vps39_AS	DE	UP	0.0	1.0	15.52	0.0	235.33
G10194.12	novel	eIF1A	eIF1A	DE	UP	6.9E-4	0.99931	6.9	1.68	200.74
G10194.18	novel	eIF1A	eIF1A	Not DE		0.19025	0.80975	-0.26	671.15	559.51
G10194.20	FBtr0083573	eIF1A	eIF1A	Not DE		0.0269	0.9731	-0.91	572.62	304.78
G10194.21	FBtr0083572	eIF1A	eIF1A	DE	DOWN	0.0	1.0	-1.05	9543.11	4603.2
G10194.22	FBtr0343927	eIF1A	eIF1A	DE	DOWN	0.00144	0.99856	-1.44	3286.66	1207.72
G10194.23	novel	eIF1A	eIF1A	DE	DOWN	0.0	1.0	-2.05	19227.25	4656.33
G10194.25	FBtr0083573	eIF1A	eIF1A	Not DE		0.0	1.0	-0.84	8668.73	4838.08
G10194.26	novel	eIF1A	eIF1A	DE	UP	0.0	1.0	4.09	57.09	972.74
G10194.5	novel	eIF1A	eIF1A	DE	UP	0.0	1.0	15.61	0.0	250.0
G10194.6	novel	eIF1A	eIF1A	DE	UP	0.00991	0.99009	1.85	56.36	202.78
G10194.8	novel	novelGene_Vps39_AS	novelGene_Vps39_AS	DE	UP	0.0	1.0	14.1	0.0	87.7
G10194.9	novel	novelGene_Vps39_AS	novelGene_Vps39_AS	DE	UP	0.0	1.0	14.22	0.0	95.43
G10195.1	FBtr0083600	CG7142		Not DE		0.7647	0.2353	-0.12	299.96	276.55
G10195.3	FBtr0083600	CG7142		Not DE		0.26855	0.73145	-0.42	126.1	94.29
G10196.11	FBtr0083597	CG7131		DE	UP	0.0	1.0	6.56	12.71	1199.9
G10196.12	FBtr0083597	CG7131		DE	DOWN	0.0	1.0	-1.39	44265.75	16867.66
G10196.15	FBtr0083597	CG7131		DE	DOWN	0.00286	0.99714	-1.61	6617.94	2164.11
G10196.17	FBtr0083595	l(3)05822		DE	DOWN	0.01071	0.98929	-2.12	667.37	153.54
G10196.18	FBtr0083596	l(3)05822		Not DE		0.14504	0.85496	-0.3	868.68	707.18
G10196.2	novel	CG7131_CG14312	CG7131_CG14312	Not DE		0.0077	0.9923	-0.6	2052.7	1354.46
G10196.25	FBtr0083596	l(3)05822		DE	UP	0.0	1.0	13.33	0.03	334.18
G10196.28	FBtr0083596	l(3)05822		Not DE		0.00126	0.99874	-0.79	3115.24	1797.76
G10196.30	FBtr0083595	l(3)05822		Not DE		0.01638	0.98362	-0.74	1363.3	815.62
G10196.31	FBtr0083596	l(3)05822		DE	DOWN	0.03986	0.96014	-1.48	293.49	105.46
G10196.6	novel	l(3)05822_CG7131	l(3)05822_CG7131	Not DE		0.09072	0.90928	0.5	481.17	680.16
G10197.4	FBtr0083574	CG8064		Not DE		0.40282	0.59718	-0.09	2023.31	1904.84
G10199.5	FBtr0083575	Dlc90F		DE	DOWN	0.0	1.0	-1.21	14326.06	6193.09
G10199.6	FBtr0083575	Dlc90F		DE	DOWN	0.00113	0.99887	-1.39	4218.5	1613.13
G10200.1	FBtr0083594	CG18600		Not DE		3.0E-4	0.9997	-0.62	6403.51	4180.18
G10201.1	FBtr0083592	PKD		Not DE		0.07843	0.92157	0.72	278.63	457.44
G10201.17	FBtr0083592	PKD		DE	UP	0.0	1.0	1.97	631.36	2478.97
G10201.2	FBtr0083592	PKD		DE	UP	0.0	1.0	16.04	0.0	337.45
G10201.21	novel	PKD		DE	UP	0.0	1.0	5.0	13.89	443.55
G10201.22	FBtr0083592	PKD		DE	DOWN	0.0	1.0	-16.88	601.62	0.0
G10201.26	FBtr0083592	PKD		DE	UP	0.0	1.0	18.93	0.0	2501.15
G10201.27	novel	PKD		Not DE		0.02259	0.97741	-0.94	510.34	265.63
G10201.33	FBtr0337036	PKD		Not DE		0.17255	0.82745	-0.34	493.9	389.64
